"doc_id","title","cite","keywords"
"Paper_30855","estimation whole_brain dynamics by using spectral clustering","23","['Change point analysis', 'Functional magnetic resonance imaging', 'Network change points', 'Resting state data', 'Spectral clustering', 'Stationary bootstrap']"
"Paper_30859","Subsample ignorable likelihood for regression analysis with missing_data","36","['Maximum likelihood', 'Missing data', 'Multiple imputation', 'Multivariate regression', 'Non-ignorable data mechanism']"
"Paper_30904","Statistical calibration of climate system properties","32","['Bayesian methods', 'Climate change', 'Climate sensitivity', 'Model calibration']"
"Paper_30937","A marginalized zero_inflated Poisson regression model with random_effects","21","['Marginalized models', 'Repeated measures', 'Unprotected intercourse', 'Zero inflation']"
"Paper_30938","Correlation_adjusted_ESTIMATION of sensitivity and specificity of two diagnostic tests","138","['Bayesian approach', 'data augmentation approach', 'dependent screening tests', 'Gibbs sampling', 'prevalence']"
"Paper_30965","Modelling and prediction of financial trading networks: an application to the NewYork Mercantile Exchange natural_gas futures market","60","['Array-valued time series', 'Financial trading network', 'Hidden Markov model', 'Stochastic block model', 'Systemic risk']"
"Paper_30984","History matching of a complex epidemiological model of human immunodeficiency virus transmission by using variance emulation","18","['Calibration', 'Gaussian processes', 'Individual-based models', 'Inverse problems', 'Stochastic simulators']"
"Paper_31013","On the_effect of the number of quadrature points in a logistic random_effect model : an example","138","['clinical trials', 'Gaussian quadrature', 'generalized linear mixed model', 'logistic random effects model', 'longitudinal data']"
"Paper_31023","Bayesian analysis of functional magnetic resonance imaging data with spatially_varying auto_regressive orders","2","['Auto-regression', 'Bayesian hierarchical modelling', 'Functional magnetic resonance imaging', 'Imaging', 'Markov chain Monte Carlo methods']"
"Paper_31035","A dose finding_design for seizure reduction in neonates","2","['Efficacy', 'Newborns', 'Phase I-II', 'Time to event', 'Toxicity constraints']"
"Paper_31036","Bayesian model ling of marked point_process with incomplete records: volcanic eruptions","1","['Bayesian residual analysis', 'Forecast', 'Global volcanic eruption record', 'Hazard', 'Missing data']"
"Paper_31043","Constructing treatment decision rules based on scalar and functional predictors when moderators of treatment_effect are unknown","6","['Depression', 'Functional data', 'Penalized estimation', 'Precision medicine', 'Treatment regime']"
"Paper_31079","Parametric non_mixture cure_model for schedule finding of therapeutic agents","8","['Adaptive design', 'Bayesian statistics', 'Dose finding study', 'Phase I trial', 'Weibull distribution']"
"Paper_31141","Analysis of longitudinal data with drop_out: objectives, assumptions and a proposal","55","['additive intensity model', 'counterfactuals', 'joint modelling', 'Martingales', 'missing data']"
"Paper_31149","A spatiodynamic model for assessing frost risk in south_eastern Australia","9","['Bayesian inference', 'Climatic indices', 'Frost', 'Spatiotemporal modelling']"
"Paper_31160","BLAST: Bayesian Latent_subgroup_design for basket trials accounting for patient heterogeneity","20","['Basket trials', 'Bayesian adaptive design', 'Longitudinal biomarker', 'Precision medicine', 'Subgroups', 'Targeted therapy']"
"Paper_31218","Selecting biomarkers for building optimal_treatment_selection rules by using kernel machines","33","['Biomarker cost', 'Feature selection', 'L-0-penalization', 'Treatment selection', 'Weighted support vector machines']"
"Paper_31258","Longitudinal penalized functional regression for cognitive outcomes on neuronal tract measurements","65","['Bayesian inference', 'Functional regression', 'Mixed models', 'Smoothing splines']"
"Paper_31282","Bayesian inference for intratumour heterogeneity in mutations and copy number variation","10","['Categorical Indian buffet process', 'Feature allocation models', 'Markov chain Monte Carlo methods', 'Next generation sequencing', 'Random matrices', 'Subclone', 'Variant calling']"
"Paper_31299","A parametric dynamic survival_model applied to breast cancer survival_times","13","['Bayesian survival', 'breast cancer', 'Markov chain Monte Carlo methods', 'non-proportional hazards', 'piecewise exponential']"
"Paper_31321","Analysis of tornado reports through replicated spatiotemporal point patterns","1","['K-function', 'Non-parametric test', 'Permutation test', 'Separability', 'Spatiotemporal point process', 'Tornadoes']"
"Paper_31328","Geostatistical inference under preferential sampling","203","['Environmental monitoring', 'Geostatistics', 'Log-Gaussian Cox process', 'Marked point process', 'Monte Carlo inference', 'Preferential sampling']"
"Paper_31344","Causal mechanism of extreme river discharges in the upper Danube basin network","2","['Causal discovery', 'Conditional quantile', 'Extreme value copula', 'Minimum description length', 'River discharge']"
"Paper_31350","Discrete TIME_modelling of disease incidence time_series by using Markov chain monte_carlo methods","38","['disease incidence time series', 'Markov chain Monte Carlo methods', 'stochastic modelling of infectious diseases']"
"Paper_31357","A Bayesian ordinal logistic regression model to correct for interobserver measurement_error in a geographical oral health study","30","['Bayesian analysis', 'calibration exercise', 'errors in variables', 'Markov chain Monte Carlo methods', 'measurement error', 'ordinal logistic regression']"
"Paper_31366","PairClone: a Bayesian subclone caller based on mutation pairs","4","['Categorical Indian buffet process', 'Latent feature model', 'Local haplotype', 'Next generation sequencing', 'Subclone', 'Tumour heterogeneity']"
"Paper_31374","Space_TIME_calibration of radar rainfall data","63","['dynamic linear model', 'environmental monitoring', 'Kalman filter']"
"Paper_31390","A calibrated power prior approach to borrow information from historical data with application to biosimilar clinical trials","19","['Bayesian adaptive design', 'Biosimilar', 'Biosimilarity index', 'Borrowed information', 'Calibrated power prior', 'Follow-up biologics', 'Historical data']"
"Paper_31466","estimation the causal_effect of treatment in observational studies with survival_TIME_end points and unmeasured confounding","2","['Comparative effectiveness research', 'Instrumental variable', 'Observational study', 'Simultaneous equations model', 'Survival analysis']"
"Paper_31484","Analysing a quality_of_life survey by using a coclustering model for ordinal data and some dynamic implications","2","['Coclustering', 'Latent block model', 'Oncology', 'Ordinal data', 'Psychology']"
"Paper_31500","Boosting factor_specific functional historical_model for the_detection of synchronization in bioelectrical signals","10","['Factor-specific functional historical effect', 'Functional data analysis', 'Function-on-function regression', 'Gradient boosting', 'Signal synchronization']"
"Paper_31519","Inference for biomedical data by using diffusion model with covariates and mixed_effects","50","['Approximate maximum likelihood', 'Asymptotic normality', 'Consistency', 'Covariates', 'Electroencephalography data', 'Local asymptotic normality', 'Mixed effects', 'Non-homogeneous observations', 'Random effects', 'Stochastic differential equations']"
"Paper_31532","Bayesian inference for stochastic differential equation mixed_effects model of a tumour xenography study","9","['Intractable likelihood', 'Pseudo-marginal Markov chain Monte Carlo sampling', 'Repeated measurements', 'State space model', 'Synthetic likelihood']"
"Paper_31537","Multichannel electroencephalographic analyses via dynamic regression model with time_varying lag_lead structure","31","['Bayesian inference', 'dynamic latent factors', 'dynamic linear models', 'electroconvulsive therapy', 'electroencephalography', 'markov chain monte carlo methods', 'non-stationary time series', 'time series decomposition']"
"Paper_31545","Geoadditive model","295","['additive models', 'disease mapping', 'geostatistics', 'kriging', 'mixed models', 'nonparametric regression', 'penalized splines', 'restricted maximum likelihood']"
"Paper_31552","Assessing systematic_effects of stroke on motor control by using hierarchical function_on_scalar regression","24","['Bayesian regression', 'Bivariate data', 'Gibbs sampler', 'Penalized splines', 'Variational Bayes method']"
"Paper_31558","A Bayesian group sequential small_n sequential multiple_assignment randomized trial","2","['Adaptive design', 'alpha-spending', 'Clinical trial', 'Interim analysis', 'Rare disease']"
"Paper_31559","A Latent_Gaussian model for compositional data with zeros","31","['dietary composition', 'Euclidean projection', 'Gibbs sampling', 'multivariate normal', 'nutrition', 'unit sum constraint']"
"Paper_31567","A dose_schedule finding_design for phase I_II clinical trials","10","['Bayesian dynamic model', 'Dose-schedule combination', 'Efficacy', 'Probit model', 'Schedule-response relationship', 'Toxicity']"
"Paper_31578","Generalized_additive_model for location, scale and shape","1467","['beta-binomial distribution', 'Box-Cox transformation', 'centile estimation', 'cubic smoothing splines', 'generalized linear mixed model', 'LMS method', 'negative binomial distribution', 'non-normality', 'nonparametric models', 'overdispersion', 'penalized likelihood', 'random effects', 'skewness and kurtosis']"
"Paper_31591","Informing a risk prediction model for binary outcomes with external coefficient information","8","['Bayesian methods', 'Constrained estimation', 'Logistic regression', 'Prediction models']"
"Paper_31603","non_homogeneous Markov model in the analysis of survival_after breast cancer","27","['covariates', 'maximum likelihood estimate', 'non-homogeneous Markov process', 'survival data', 'Weibull distribution']"
"Paper_31657","A time_varying Bayesian joint hierarchical copula model for analysing recurrent events and a terminal event: an application to the Cardiovascular Health Study","4","['Bayesian hierarchical models', 'Cardiovascular health', 'Dependent censoring', 'Recurrent events', 'Shared frailty models', 'Survival copula']"
"Paper_31667","Modelling TIME_varying heterogeneity in recurrent infection_process: an application to serological data","3","['Age-dependent frailties', 'Basic reproduction number', 'Non-immunizing infections', 'Serology', 'Shared and correlated frailty models']"
"Paper_31676","estimation material properties under extreme conditions by using Bayesian model calibration with functional outputs","11","['Calibration', 'Dynamic material properties', 'Functional output', 'Gaussian process', 'Modularization', 'Uncertainty quantification']"
"Paper_31721","Analysis of data from non_orthogonal multistratum_design in industrial experiments","21","['Bayesian methods', 'Coffee', 'Effective degrees of freedom', 'Freeze-drying', 'Generalized least squares', 'Hard-to-set factors', 'Likelihood', 'Markov chain Monte Carlo methods', 'Response surface', 'Residual maximum likelihood', 'Split-plot experiment']"
"Paper_31742","variable_selection for high_dimensionsal Bayesian density_ESTIMATION: application to human exposure simulation","6","['Air pollution', 'Bayesian non-parametrics', 'High dimensional data', 'Kernel stick breaking prior', 'Stochastic computer models']"
"Paper_31761","quantile regression: applications and current research areas","289","['check function', 'conditional distribution', 'quantile', 'regression fitting', 'skew distribution']"
"Paper_31778","Adjusting receiver operating characteristic_curves and related indices for covariates","39","['critical threshold', 'diagnostic markers', 'receiver operating characteristic curve', 'regression model', 'Youden index']"
"Paper_31850","Estimation in random_coefficient autoregressive model","41","['random coefficient autoregressive time series', 'parameter estimation', 'quasi-maximum likelihood', 'consistency', 'asymptotic normality']"
"Paper_31854","DETERMINING THE NUMBER OF REGIMES IN MARKOV SWITCHING VAR AND VMA model","20","['Second-order stationary time series', 'VMA models', 'VAR models', 'state-space models', 'Markov chains', 'changes in regime', 'regime number JEL', 'C01', 'C32', 'C50', 'C52']"
"Paper_31862","UNIFIED INTERVAL_ESTIMATION FOR random_COEFFICIENT AUTOREGRESSIVE model","10","['random coefficient autoregression', 'weighted estimation', 'Empirical likelihood method']"
"Paper_31865","Simultaneous_inference for autocovariances based on autoregressive sieve bootstrap","40","['Autocovariance', 'autoregressive sieve bootstrap', 'stationary process', 'spectral density', 'simultaneous confidence bands']"
"Paper_31868","Estimation of the long_memory stochastic volatility model parameter that is robust to level shifts and deterministic trends","10","['Stochastic volatility', 'frequency domain estimation', 'robust estimation', 'spurious persistence', 'long-memory', 'level shifts', 'structural change', 'deterministic trends']"
"Paper_31879","QUASI_maximum_LIKELIHOOD AND THE KERNEL BLOCK BOOTSTRAP FOR NONLINEAR DYNAMIC model","66","['Bootstrap', 'heteroskedastic and autocorrelation consistent inference', 'quasi‐', 'maximum likelihood estimation']"
"Paper_31886","Identifiability of structural singular vector autoregressive model","28","['Stochastic singularity', 'structural vector autoregressive models', 'identifiability']"
"Paper_31890","Asymptotic theory for QMLE for the real_TIME_GARCH(1,1) model","26","['GARCH', 'stationarity', 'asymptotic theory', 'derivative processes']"
"Paper_31905","Structural change test under heteroskedasticity: Joint_ESTIMATION versus two_steps methods","39","['Heteroskedasticity', 'structural change test', 'non-monotonic power', 'variance profile', 'likelihood ratio test', 'CUSUM test', 'U-statistic']"
"Paper_31909","local_Whittle_ESTIMATION of the memory parameter in presence of deterministic components","23","['Long memory', 'persistence', 'break', 'deterministic trend', 'local Whittle estimation', 'C22']"
"Paper_31917","Robust_ESTIMATION of stationary continuous_TIME_arma model via indirect_inference","2","['AR process', 'CARMA process', 'indirect estimator', 'influence functional', 'GM-estimator', 'LS-estimator', 'outlier', 'resistance', 'robustness']"
"Paper_31949","Simultaneous_variable_selection and structural identification for time_varying coefficient model","49","['Time-varying coefficient models', 'variable selection', 'group lasso', 'local linear estimator', 'locally stationary processes', 'information criteria']"
"Paper_31960","Stationarity and ergodicity of Markov switching positive conditional_mean model","1","['Autoregressive conditional duration', 'count time series models', 'finite mixture models', 'ergodicity', 'integer-valued GARCH', 'Markov mixture models']"
"Paper_31967","Jointly determining the state dimensions and lag order for Markov_switching vector autoregressive model","68","['Business cycle', 'information criteria', 'model selection', 'regime switching', 'vector autoregression']"
"Paper_31972","A Nonparametric model for Stationary time_series","8","['Markov model', 'mixture of Dirichlet process model', 'latent model', 'dependent Dirichlet process', 'time-homogeneous process']"
"Paper_31978","On causal and non_causal cointegrated vector autoregressive time_series","28","['Vector autoregressive models', 'non-causal models', 'cointegration']"
"Paper_31987","State Heterogeneity Analysis of Financial Volatility using high_frequency Financial Data","1","['GARCH', 'diffusion process', 'regime switching', 'quasi-maximum likelihood estimator', 'Wald test']"
"Paper_31990","Nonlinear spectral density_ESTIMATION: thresholding the correlogram","11","['Autocovariance matrix', 'flat-top lag-windows', 'kernel smoothing', 'sparsity', 'thresholding', 'wavelets']"
"Paper_32013","Analysis of low count time_series data by Poisson autoregression","94","['count data', 'birth and death process', 'information matrix test', 'maximum likelihood', 'Poisson autoregression', 'queuing process']"
"Paper_32032","Multi_Scale_detection of variance Changes in Renewal_process in the Presence of rate_Change Points","2","['Point process', 'changepoint detection', 'filtered derivative', 'multiscale', 'spike train', 'change in variance', 'change in rate']"
"Paper_32037","SOME PROPERTIES OF local_GAUSSIAN CORRELATION AND OTHER NONLINEAR DEPENDENCE MEASURES","5","['Bivariate Gaussian', 'bootstrap', 'dependence measure', 'local bias', 'local Gaussian correlation', 'local likelihood']"
"Paper_32044","A Gini Autocovariance_function for time_series model ling","15","['Autocovariance function', 'linear time series', 'nonlinear autoregressive', 'Pareto', 'heavy tails', 'Gini covariance', 'JEL', 'Primary 62M10', 'Secondary 62N02']"
"Paper_32049","A new_GJR_GARCH model for DOUBLE_STRUCK CAPITAL Z_valued time_series","18","['Asymmetric model', 'GARCH model', 'maximum likelihood', 'shifted geometric distribution', 'Z-valued time series']"
"Paper_32083","A mixed portmanteau test for ARMA_GARCH model by the quasi_maximum_exponential_likelihood_ESTIMATION approach","6","['ARMA-GARCH model', 'LAD estimator', 'mixed portmanteau test', 'model diagnostics', 'quasi-maximum exponential likelihood estimator']"
"Paper_32103","TESTS FOR VOLATILITY SHIFTS IN GARCH AGAINST LONG_RANGE DEPENDENCE","8","['Volatility shifts', 'long-range dependence', 'GARCH models', 'change point analysis']"
"Paper_32109","mean shift testing in correlated data","35","['ARMA series', 'Brownian bridge', 'changepoints', 'CUSUM', 'likelihood ratio']"
"Paper_32110","Autocovariance structure of Markov regime switching model and model_selection","30","['ARMA', 'AIC', 'BIC']"
"Paper_32115","Moment_ESTIMATOR for parameter of levy_driven ornstein_uhlenbeck_process","24","['Ornstein-Uhlenbeck process', 'Levy process', 'method of moments', 'parameter estimation']"
"Paper_32122","Regularized_ESTIMATION of high_dimensional vector autoregressions with weakly dependent innovations","35","['high-dimensional time series', 'LASSO', 'VAR', 'mixing']"
"Paper_32146","On robust spectral analysis by least_absolute deviations","6","['Harmonic', 'heavy tail', 'least absolute deviations', 'least squares', 'nonlinear', 'outlier', 'periodogram', 'regression', 'robust', 'sinusoid', 'spectrum', 'trigonometric', 'zero crossings']"
"Paper_32147","Semi_Parametric_ESTIMATION for Non_Gaussian Non_Minimum Phase ARMA model","2","['Semi-parametric', 'ARMA', 'non-causal', 'non-invertible', 'log-concave']"
"Paper_32148","ON THE COMPARISON OF INTERVAL FORECASTS","12","['Forecast accuracy', 'forecast evaluation', 'prediction']"
"Paper_32160","Solutions of Yule_Walker equations for singular AR_process","11","['Singular AR process', 'minimal norm solution', 'stationary process']"
"Paper_32178","QUASI_LIKELIHOOD INFERENCE FOR negative_biNOMIAL time_series model","65","['Autocorrelation', 'diagnostics', 'ergodicity', 'generalized linear models', 'link function', 'mixed Poisson processes', 'observation-driven model', 'prediction', 'weak dependence']"
"Paper_32179","Modeling normalcy_dominant ordinal time_series: An application to air quality level","3","['Air quality level', 'air quality ranking', 'normalcy-dominant ordinal time series', 'zero-one-inflated bounded Poisson autoregressive model', 'zero-one-inflated bounded Poisson distribution']"
"Paper_32187","Integer_valued asymmetric garch model ing","27","['Asymmetric GARCH', 'integer-valued', 'maximum likelihood', 'Poisson']"
"Paper_32193","MIXTURES OF NONLINEAR POISSON AUTOREGRESSIONS","1","['Bayesian information criterion', 'ergodicity', 'identifiability', 'nonlinear time series', 'penalized likelihood', 'stationarity']"
"Paper_32202","Variable length Markov chain with exogenous covariates","35","['Categorical time series', 'consistency', 'context algorithm', 'context tree', 'likelihood ratio', 'Markov chain']"
"Paper_32230","local_Gaussian Autocorrelation and test for Serial Independence","13","['Time series', 'local Gaussian autocorrelation', 'independence testing', 'bootstrap']"
"Paper_32256","Discriminant Analysis of time_series in the Presence of Within_Group Spectral Variability","7","['cepstral analysis', ""Fisher's discriminant analysis"", 'replicated time series', 'spectral analysis']"
"Paper_32260","Sparsity concepts and estimation procedures for high_dimensional vector autoregressive model","28","['Dantzig selector', 'Lasso', 'sparsity', 'vector autoregression', 'Yule–', 'Walker estimators', 'thresholdingMOS subject classification']"
"Paper_32268","local_WHITTLE_ESTIMATION OF LONG_RANGE DEPENDENCE FOR FUNCTIONAL time_series","1","['Long-range dependence', 'periodogram', 'functional data', 'functional principal component analysis', 'local whittle estimation']"
"Paper_32298","Uniform limit theory for stationary autoregression","56","['autoregression', 'Gaussian limit theory', 'local to unity', 'uniform limit']"
"Paper_32304","FLEXIBLE AND robust MIXED POISSON INGARCH model","3","['Count time series', 'EM-algorithm', 'mixed Poisson distributions', 'overdispersion', 'stationarity']"
"Paper_32336","Volatility_ESTIMATION and Jump Testing via Realized Information Variation","3","['Volatility', 'jumps', 'realized information variation', 'realized information power variation', 'high-frequency OHLC data']"
"Paper_32339","Testing the volatility jumps based on the high_frequency data","40","['Volatility jumps', 'central limit theorem', 'high frequency data', 'semimartingale']"
"Paper_32343","Testing composite hypotheses for locally stationary_process","11","['locally stationary processes', 'time-varying spectral density', 'transfer function', 'tests for stationarity', 'Gaussian likelihood ratio test', 'Wald test', 'Lagrange multiplier test', 'local asymptotic normality', 'local power', 'locally asymptotically optimal test', 'nonparametric alternative']"
"Paper_32354","A two_step procedure for testing partial parameter stability in cointegrated regression model","26","['Cointegration', 'partial structural change', 'break date', 'sup-Wald tests', 'joint hypothesis testing']"
"Paper_32358","On the determination of the number of regimes in Markov_switching autoregressive model","84","['ARMA representation', 'complexity-penalized likelihood criteria', 'Markov-switching models', 'Monte Carlo experiment', 'three-pattern identification method']"
"Paper_32377","Autoregressive density model ing with the Gaussian_process mixture transition_distribution","1","['Dynamical system', 'lag selection', 'nonlinear autoregression', 'time series', 'time-delay embedding']"
"Paper_32382","Consistent autoregressive spectral estimates: Nonlinear time_series and large_autocovariance_matrices","1","['Nonlinear time series', 'spectral density', 'covariance matrix estimation']"
"Paper_32407","SIGNIFICANT variable_selection AND AUTOREGRESSIVE ORDER DETERMINATION FOR time_series partially_LINEAR model","3","['partially linear', 'autoregressive error', 'consistency', 'asymptotic normality']"
"Paper_32412","Banded and tapered estimates for autocovariance_matrices and the linear_process bootstrap","53","['Autocovariance matrix', 'stationary process', 'bootstrap', 'block bootstrap', 'sieve bootstrap']"
"Paper_32445","Efficient order_selection algorithms for integer_valued ARMA_process","17","['Integer-valued time-series', 'reversible jump MCMC', 'EM algorithm', 'count data']"
"Paper_32455","A negative_binomial integer_valued GARCH model","121","['Count data', 'GARCH', 'negative binomial', 'observation-driven model', 'stationarity', 'time series', '62M10', '62F05']"
"Paper_32479","Optimal_detection of exponential_component in autoregressive model","13","['exponential autoregressive models', 'local asymptotic normality', 'local asymptotic linearity', 'pseudo-Gaussian tests']"
"Paper_32485","Seasonal functional autoregressive model","39","['Functional time series analysis', 'seasonal functional autoregressive model', 'central limit theorem', 'prediction', 'estimation']"
"Paper_32487","Change_point_detection in panel data","72","['Panel date', 'change in the mean', 'linear processes', 'weak convergence', 'CUSUM process', '62M10', '62F05', '60F17']"
"Paper_32492","Mixed portmanteau test for time_series model","18","['model diagnostic checking', 'portmanteau statistics', 'Box-Jenkins models', 'nonlinear time-series models']"
"Paper_32504","A p_Order signed integer_valued autoregressive (SINAR(p)) model","20","['Integer-valued time series', 'autoregressive model', 'signed thinning operator', 'Primary: 62M10', 'Secondary: 62M20']"
"Paper_32562","A new_volatility model : GQARCH_ItO model","29","['Volatility asymmetry', 'low-frequency historical data', 'high-frequency historical data', 'quasi-maximum likelihood estimators', 'volatility prediction power']"
"Paper_32572","Generalized_binary vector autoregressive_process","29","['Binary data', 'mixing properties', 'multi-variate time series', 'stationarity conditions', 'transition probabilities', 'Yule-Walker equations']"
"Paper_32577","Autoregressive spectral estimates under ignored changes in the mean","24","['Spectral density', 'long autoregression', 'spurious pole']"
"Paper_32630","Statistical Inference for unified_Garch_Ito model with High_Frequency Financial Data","4","['GARCH', 'high-frequency financial data', 'low-frequency financial data', 'Ito process', 'quasi-maximum likelihood estimator', 'realized volatility']"
"Paper_32633","Infinitely Divisible_distribution in Integer_Valued Garch model","20","['Integer-valued time series', 'GARCH model', 'infinitely divisible discrete probability laws', 'compound Poisson distributions']"
"Paper_32652","Bootstrapping the local_periodogram of locally stationary_process","17","['autoregressive processes', 'bootstrap', 'locally stationary processes', 'local periodogram', 'nonparametric estimation', 'spectral means']"
"Paper_32666","Estimation in nonstationary random_coefficient autoregressive model","30","['Random coefficient model', 'quasi-maximum likelihood', 'asymptotic normality', 'consistency', 'law of large numbers', 'Primary 62F05', 'secondary 62M10']"
"Paper_32668","quantile PERIODOGRAM AND TIME_DEPENDENT variance","9","['Heteroscedasticity', 'non-stationary', 'periodogram', 'quantile regression', 'spectrum', 'trigonometric']"
"Paper_32684","First_order integer valued AR_process with zero inflated poisson innovations","85","['Zero inflated Poisson distribution', 'Integer valued autoregressive processes', 'Conditional maximum likelihood estimation', 'Infinitely divisible distributions']"
"Paper_32693","Joint determination of the state dimensions and autoregressive order for model with Markov regime switching","40","['complexity-penalized likelihood criteria', 'hidden Markov models', 'Markov-switching models', 'Monte Carlo experiments']"
"Paper_32719","RANK TEST OF unit_root HYPOTHESIS WITH AR_GARCH_errors","42","['Unit-root', 'GARCH', 'heavy tail', 'alpha-stable process and rank score']"
"Paper_32720","conditional_quantile analysis for realized GARCH model","41","['High-frequency financial data', 'quasi-maximum likelihood estimation', 'realized volatility', 'risk management', 'value at risk']"
"Paper_32724","model_selection in threshold model","42","['nonlinearity', 'model selection', 'information criteria', 'threshold models']"
"Paper_32726","ASPECTS OF NON_CAUSAL AND NON_INVERTIBLE CARMA_process","23","['Levy process', 'CARMA process', 'causality', 'invertibility']"
"Paper_32732","Integer_valued GARCH_process","254","['integer-valued time series', 'GARCH model', 'heteroskedastic']"
"Paper_32741","Misspecified semiparametric model_selection with weakly dependent observations","58","['Mixing', 'stochastic discount factor', 'stochastic equicontinuity', 'uniform size control']"
"Paper_32745","Asymmetric linear double autoregression","40","['Asymmetry tests', 'autoregressive time series model', 'model selection', 'portmanteau test', 'quasi-maximum likelihood estimation', 'stationary solution']"
"Paper_32748","A SPECTRAL DOMAIN TEST FOR STATIONARITY OF SPATIO_TEMPORAL DATA","7","['Fourier transforms', 'irregular sampling', 'nonstationarity', 'stationary random fields', 'spectral density', 'orthogonal samples']"
"Paper_32754","Indirect_inference for time_series using the empirical_characteristic_function and control variates","58","['Asymptotic normality', 'characteristic function', 'control variates', 'indirect inference estimation', 'time series of counts', 'SLLN', 'variance reduction']"
"Paper_32756","ANALYSIS OF THE LIKELIHOOD_function FOR MARKOV_SWITCHING VAR(CH) model","13","['Time series with changes in regime', 'Markov-switching VAR models', 'filtering', 'smoothing', 'MLE', 'asymptotic variance matrix']"
"Paper_32768","Zero_Modified Geometric INAR(1)_process for model ling Count time_series with Deflation or Inflation of Zeros","27","['Integer-valued time series models', 'zero-modified geometric distribution', 'inference', 'thinning operator', 'asymptotic distribution']"
"Paper_32807","Splitting It Up: The spduration Split_Population Duration Regression Package for Time_Varying Covariates","7","[]"
"Paper_32842","The biglasso Package: A Memory_ and Computation_Efficient Solver for Lasso model Fitting with big_Data in R","26","[]"
"Paper_32844","glm2: Fitting generalized_linear_modelwith Convergence Problems","91","[]"
"Paper_32867","penPHcure: variable_selection in proportional_hazard Cure model with Time_Varying Covariates","30","[]"
"Paper_32869","phaseR: An R Package for Phase Plane Analysis of Autonomous ODE Systems","9","[]"
"Paper_32872","npcure: An R Package for Nonparametric Inference in Mixture Cure model","45","[]"
"Paper_32876","onewaytests: An R Package for One_Way test in Independent Groups_design","39","[]"
"Paper_32908","A fast_and Scalable Implementation Method for Competing Risks Data with the R Package fastcmprsk","33","[]"
"Paper_32932","TULIP: A Toolbox for Linear Discriminant Analysis with Penalties","49","[]"
"Paper_32936","hdm: High_Dimensional Metrics","15","[]"
"Paper_32939","stratamatch: Prognostic Score Stratification Using a Pilot_design","39","[]"
"Paper_32943","BayesSPsurv: An R Package to estimation Bayesian (Spatial) Split_Population survival_model","53","[]"
"Paper_32950","RLumCarlo: Simulating Cold Light using monte_carlo Methods","51","[]"
"Paper_32955","The IDSpatialStats R Package: Quantifying Spatial Dependence of Infectious Disease Spread","2","[]"
"Paper_32960","SEEDCCA: An Integrated R_Package for Canonical Correlation Analysis and Partial least_squares","15","[]"
"Paper_32967","NTS: An R Package for Nonlinear time_series Analysis","1","[]"
"Paper_32971","The welchADF Package for robust Hypothesis Testing in Unbalanced Multivariate Mixed model with Heteroscedastic and Non_normal Data","13","[]"
"Paper_32978","Spatio_Temporal Interpolation using gstat","328","[]"
"Paper_32988","mclust 5: Clustering, Classification and Density_ESTIMATION Using Gaussian Finite Mixture model","857","[]"
"Paper_32994","clustcurv: An R Package for Determining Groups in Multiple_curves","37","['multiple curves', 'number of groups', 'nonparametric', 'survival analysis', 'regression models', 'cluster']"
"Paper_33000","ggmap: Spatial Visualization with ggplot2","895","[]"
"Paper_33003","Analyzing Dependence between Point_process in TIME_Using IndTestPP","21","[]"
"Paper_33018","ordinalClust: An R Package to Analyze Ordinal Data","33","[]"
"Paper_33050","Finding optimal_Normalizing Transformations via bestNormalize","4","[]"
"Paper_33055","Reproducible Summary Tables with the gtsummary Package","2","[]"
"Paper_33056","nsROC: An R package for Non_Standard ROC_curve Analysis","8","[]"
"Paper_33061","exPrior: An R Package for the Formulation of Ex_Situ Priors","1","[]"
"Paper_33078","Rfit: Rank_based_ESTIMATION for Linear model","118","[]"
"Paper_33110","gofCopula: Goodness_of_Fit test for Copulae","56","[]"
"Paper_33114","ROCnReg: An R Package for Receiver Operating Characteristic_curve Inference With andWithout Covariates","1","[]"
"Paper_33117","OneStep : LE_CAM's One_step_ESTIMATION Procedure","9","[]"
"Paper_33118","Species_distribution model ing using Spatial Point_process: a Case Study of Sloth Occurrence in Costa Rica","1","[]"
"Paper_33119","miWQS: Multiple Imputation Using Weighted quantile Sum Regression","47","[]"
"Paper_33124","Statistical Quality Control with the qcr Package","40","[]"
"Paper_33126","mistr: A Computational Framework for Mixture and Composite_distribution","3","[]"
"Paper_33132","Linear Regression with Stationary_errors: the R Package slm","1","[]"
"Paper_33142","distr6: R6 Object_Oriented Probability_distribution Interface in R","15","[]"
"Paper_33152","KSPM: A Package For Kernel Semi_Parametric model","31","[]"
"Paper_33154","JMcmprsk: An R Package for Joint model ling of Longitudinal and survival_Data with Competing Risks","16","[]"
"Paper_33175","pdp: An R Package for Constructing Partial Dependence Plots","231","[]"
"Paper_33246","estimation Spatial Probit model in R","37","[]"
"Paper_33263","Visualization of Regression model Using visreg","329","[]"
"Paper_33267","Package wsbackfit for Smooth Backfitting_ESTIMATION of Generalized_Structured model","43","[]"
"Paper_33268","condSURV: An R Package for the_ESTIMATION of the conditional_Survival_function for Ordered Multivariate Failure TIME_Data","7","[]"
"Paper_33270","The R Package smicd: statistical_method for Interval_Censored Data","69","[]"
"Paper_33289","Testing the Equality of Normal Distributed and Independent Groups' Means Under Unequal Variances by doex Package","2","[]"
